date,cleaned_user_name,cleaned_content,cleaned_title,rating
2024-01-24 22:33:33-07:00,fu,nothing accurate engineering app development also trash,trash,1
2024-01-21 19:45:38-07:00,girl kira,app little day im really enjoying using got 3 day free trial dont know yet worth 50 gonna pay time ive addicted logging food intake water intake well exercise seeing thing broken well category nutritional info community seems super supportive friendly also noticed there ton different podcasts help journey weight management mental health diet program fitness working music self help type stuff motivational topic advice kinda topic adhd depression anxiety ptsd main show podcast episode topic really neat stuff offer dont know gonna look like 3 day trial end shall see im really excited use app lose weight well learn eat healthier ive ever 2024 year let beeotch,far good,4
2024-01-18 09:11:23-07:00,yoboiilow,easy simple use love pro version break category love app,app amazing,5
2024-01-14 21:59:44-07:00,k3seelyman,fooducate large library food choose logging food food library generally includes picture well especially like added food quality rating havent found apps,easy log good,5
2024-01-10 15:38:49-07:00,impala2004,pet peeve app there people eaten disorder general put letter grade next food login demonize bad one good people suffering eating order people bad relationship food would make thing worse thats something even though fitness expensive something never never demonize food putting grade right next please better,letter grade,1
2024-01-06 07:16:16-07:00,db fa ta 2772,useless need simple feature,macro arent free,1
2024-01-05 06:21:25-07:00,laecolo,great app track food exercise great library food find almost anything eat,great food track app,5
2024-01-02 11:23:06-07:00,kafbuser68,recently diagnosed prediabetic knew actually something take action eating lifestyle perfect accountability app easy use load load food uploaded ability add food included tracking specific nutrient ingredient overall awesomeness worth every penny annual membership make lifestyle fad diet methanks fooducate making accountability easier,easy use many option edit personalize,5
2024-01-01 22:08:28-07:00,231,like concept convenience app able immediately know quality choice valuable however inability delete mistaken entry mean true long term picture nutritional choice order make change,good app missing important feature,3
2023-12-30 03:46:01-07:00,ljchester1,tablespoon cup etc,need different measurement,3
2023-12-23 14:03:36-07:00,eleyeayel,resorted trying google recover password even online there answer anyone know recover password app please let know annoying,change password,1
2023-12-18 17:23:45-07:00,albertfa,locked year paying 50 scan calorie worth canceled time still charged,lock year,1
2023-12-16 10:49:41-07:00,please cancel now123,didnt approve order charge account please cancel,easy way cancel,1
2023-12-10 23:05:41-07:00,bedmarik,like app using several year however room improvement simplify data entry even,good app,4
2023-12-10 10:02:10-07:00,eldiablo9988,unprompted app deleted account family phone lost month data recipe curating weight loss goal,arbitrarily deletes account,1
2023-11-27 15:37:55-07:00,yjvfhiotrdfhuvvfswww,weight loss im trying gain weight healthy,option weight gain,1
2023-11-17 16:34:47-07:00,qi lab,ive using year recent update user interface widget make even better,love app,5
2023-11-12 06:20:06-07:00,wd5269,app work pretty good used fitbit think better finding food bitter database better option restaurant biggest issue every 3 4 time go switch safari open page say ive something amazon make feel like app hacked trying phish information dont trust look different app,decent app annoying im winner print,2
2023-11-08 10:21:52-07:00,hboooh,addicted original fooducate decided upgrade reason stupidly deleted original app firstthe new app grab immense amount personal info age gender height weight location take long time set informs track activity onlineif bother read privacy policy youll find share info 30 entity around globe hunt disable wonder whether honor choicethen come trickery pay significant amount 46 year buy permanently 113 may bit bc deleted app there threeday trial automatically bill yearbye bye fooducate shame,another app bite dust,1
2023-10-28 22:16:25-07:00,j9s99999,immediate delete,ugh,1
2023-10-17 13:57:23-07:00,im towelie,although app look aesthetically pleasing functionality lacking fitness pal actually give feature free macro number youd get free pay foodeducate would make feature cost money competitor offer free,get myfitnesspal calorie counter instead,1
2023-10-14 17:27:57-07:00,ahhhhhhh,unfortunately dont see 3 day free trial information,free,1
2023-10-14 07:28:49-07:00,ashbash1,joined fooducate pro june quickly began develop relationship within fooducate community found incredibly challenging encouraging supportive 6 week ago lost ability see response reply post comment feature returned could longer click response open post made reached fooducate said could replicate error end closed case saying aware issue user well frustrated angry paying pro package basically enjoying come fooducate free community matter please fix problem others basically cut,utterly frustrated,1
2023-10-14 06:47:31-07:00,catchy title,ive app many year liked well however numerous update theyve finally rendered app virtually useless really many step needed input food ui longer intuitive really good soliciting paid subscription thats good,used love app,1
2023-10-13 03:01:59-07:00,iamusanonymous,suppo didnt get back issue app deleted,disappointed,1
2023-10-04 07:56:02-07:00,neednickname8294fnsoozchskm2,app awesome beautiful loving little guy advertising run good dont like layout decision dont think bad think add cool feature set apart food grade picture awesome also lot trendy withlove feature like diet preference help stay track keto low carb heart healthy kidney healthy etc etc there lot optionsthat said though problem way feature thin freemium worki get man everyone need make money im gonna pay food tracker ever thats vast majority target market audience add basic feature free tier however overwhelmingly better app charming productbranding draw everyone fitness pal namely need functionality wise ability select much protein want eat daily ability see breakdown macro micros put manually thats seriously lock lot stuff behind premium like exporting data set camera scan food removing ad etc premium user still get bang buck think community tab would benefit user maybe thats opinion whether thats free premium probably still debatemy point writing review hope guy see understand really tripping shoe lace end marathon love app would use app apps free tier user locked much basic functionality behind paywall simple thing need change get widespread adoptionplus run adslike user ad bit insulting get ad still basic expected level functionalityyou guy make money dont worry lol there still plenty value area premium,want love fooducate,2
2023-10-01 11:28:37-07:00,sliattaog,trying fooducte one free day decide scan barcodes pit must get reading glass one one type number code whats change since last used deal breaker,update review,1
2023-09-29 05:46:23-07:00,craftyyyyyyyy,used premium loseit decade frustrated still havent allowed tracking added sugar iron vitamin b12 vitamin potassium calcium google search apps allow tracking added sugar vitamin mineral downloaded one negative 1 grade food b c couldnt find rubric information food mean enter food asks assign letter doesnt add food wish number scale could use optup number2 nearly impossible paste ingredient iphone placement field box screen3 add food cannot edit want add information correct mistake make duplicate entry cannot delete incorrect incomplete one foods4 one hundred percent food looked incorrect usually mostly correct way select one copy fix make new food scratch5 button report incorrect information say incorrect prompt take photo nutritional fact wont let go already existing photo like screenshot company page6 dealbreaker cannot edit goal calorie protein gram etc 7 allow track vitamin b12 vitamin vitamin iron whatnot able tracked different literally everyone someone pregnantbreastfeeding really dumb dont want backwards conversion get information need in8 none food looked suggestion alternative looked like cool feature work kroger used app like called optup 9 took hour add breakfast half lunch gave up10 free version would worth anyones time positive 1 ability track added sugar2 widgets3 nothing abnormal canceling free trial like review suggest app4 ability track iron whole day picture show back milligram,way edit goal number existing food food youve created,2
2023-09-29 05:04:31-07:00,lilly ruth silva,really looking forward using app ever would start typing weight height would say wasnt able use even deleted downloaded still wouldnt work,working,1
2023-09-26 07:38:53-07:00,ballersopinion,dont wanna upgrade cry loud ask every single freakin time open app get asking every still make money ad version yall really desperate money,feeucate,1
2023-09-26 06:13:49-07:00,m tcup,wanted look app see relevant data restaurant chain frequent didnt noticed even though promoted 3 day free try app would 999 month thereafter bank charged day one saw previous review issue 6 month ago response dont control apple pay get straightened apple pay quit saying 3 day free trial therefore ive deleted subscription app,free 3 day try app isnt true charged day one,1
2023-09-22 08:29:12-07:00,unclemo305,paying premium 999 month charge year sudden couldnt access anything still getting charged 999 month sent multiple email service department gotten response looking another app give much information,dont care customer service,1
2023-09-19 18:12:53-07:00,hrhix,app pay take much time add food understand occasionally adding food every single day time consuming,enough food choice,1
2023-09-19 16:34:31-07:00,lxsoz,literally got app im signing say sorry cannot continue using fooducate like bro getting ban nothing wild,cant use got,1
2023-09-12 06:06:31-07:00,blueeyeddoggod,love appive using year smart thoughtful kind fun time ive recently diagnosed long term illness helping track diet keeping healthyi wish two things1 tracker page put food break carbs protein fat want tell coming from2 want diet listed gluten free example,one thing wish app,5
2023-09-11 16:07:53-07:00,shamoizy,got app ended different safari hated kept requesting refund refund money back yall taking money someone got thousand people buying ur app give dang refund,upset,1
2023-09-06 19:02:35-07:00,prisnk,never felt need write review app holy crap want money back huge waste ig im stuck year first issue many inaccurate item like tried log fact soda said 0 calorie soda actually 150 calorie wanted manually thing wouldve continued using note app second water tracker absolute garbage drink stanley cup 40 oz unit measurement cup whats cup like glass cup cup unit measurement fact cannot customize unit measurement complete waste bc know exactly much water ive third activity part life cannot get sync healthfitness app never automatically add workout movement cant log exact amount calorie burned bc go unit time anything save money use note app track progress,kinda stupid,1
2023-09-06 07:47:23-07:00,cisconrosie,download app twice give try doesnt work doesnt even let enter email,doesnt work,1
2023-09-05 13:13:43-07:00,,app meant make healthy choice easier rating food simply ingredient clear give higher rating product brand give kick back organic fruit purées like upon farm get lower rating gerber baby,obviously paid sponsor,1
2023-09-04 13:24:47-07:00,aliceoyh,barcode scanner slow time work also scanned item unknown app app asked take 3 picture able send picture waste time disappointed,barcode scanner sharing picture function working,1
2023-09-01 19:26:02-07:00,sasha vanhorn,food barcode scanner need dr astrid improvement also go heather option food better grade,scanner doesnt work half 75 time,1
2023-09-01 06:23:01-07:00,aabateries,ive tried cancel subscription week system say wrong password know true customer service allow reset password,dont sign wont let cancel subscription easily,1
2023-08-28 07:49:09-07:00,tanman4783,paid pro subscription cant sign keep getting error message saying time look like trouble retrieving information could either network error server extremely busy right please try later 000001would nice able use app im paying,love work,1
2023-08-27 06:22:04-07:00,troy w,good 1 attractive interface 2 barcode scanning make easy look item bad 1 personally enjoy looking food grade detail explanation grade shown app explanation 2 im gmail app user iosunfortunately interface adding missing item requires default apple mail app,missing desktop feature,2
2023-08-23 09:25:14-07:00,jdcart4321,love concept interface ease use unfortunately data frequently inaccurate example mm showed 0 caloriescostco bulk sw blck bean showed 10 calorie shouldve 110serving bodyarmor lyte showed 0 potassium 700 use software manually keep track key data yield fooducate marginally beneficial data issue isnt cleaned ill look elsewhere,best software inaccurate data frequently,1
2023-08-21 14:35:25-07:00,old dog 641,love app last month two receive time message happens every three four day much like app frustrated delete load sure developer address issue meantime meantime struggling,need work,3
2023-08-21 12:54:16-07:00,ann2976,currently use lose track calorie thought id try something different however imputing recipe show measurement gram use gram convert tsp dont know measure 214 tsp accuracy also doesnt show calorie food ingredient u check label nutritional accuracy,show gram count,1
2023-08-16 21:26:00-07:00,g randolph,fooducate app hard use cost lot money three day,fooducate app hard use cost lot money three day,1
2023-08-12 17:10:10-07:00,djdvfidb37,didnt know cant health cautious 17 year old,,1
2023-08-09 05:00:29-07:00,sme1219,app worked least month rebooted tried everything could think cannot search product use component app used really enjoy using fantastic concept userfriendly,used great app,3
2023-08-07 13:22:14-07:00,donkeynose,cant use im 18 im allowed know much protein food im young used health class cant use something weird app point something like app like,age restriction stupid,1
2023-08-06 08:54:57-07:00,bye bye fooducate,community feed free since inception past ten year new owner platform make pay participate community forum chat new owner welcome think many user like find another app,deleting fooducate app,2
2023-08-05 09:19:15-07:00,gosmalyn,would advise everybody app diet changed drastically found hidden ingredient food could effect health learned lot using app,wonderful,5
2023-08-01 04:53:36-07:00,staciaop,scanner work error message selecting food canceling subscription,app glitchy doesnt work,1
2023-07-31 14:47:10-07:00,ccvillage,wanted try 3day free trial pro instead got charged immediately unable cancel current subscription app misleading im stuck year,free trial doesnt exist,1
2023-07-29 16:28:30-07:00,cemeterysloth,great community year gonna pay play worth,see ya,1
2023-07-26 14:07:51-07:00,llllllllrrrrrrerdrr,kind little corner internet social medium theyre making pay app dont want need otherwise year half send customer seveice email terrible business decision drive away user,restricted community chat group paid user,1
2023-07-26 11:58:08-07:00,clin0048,open camera spin time wont open app,doesnt work,1
2023-07-25 14:31:56-07:00,asheada wolf,went put date birth messed wont let use app sent email told there nothing,cant use,2
2023-07-11 18:30:25-07:00,seo0602,used app year ago didnt like much recently friend recommended thought id go back see im pleasantly impressed bit different good way easier use,much better,5
2023-07-10 13:23:40-07:00,needinghishelp,used app back free wasnt impressed two kind oat mill side side scanned item ingredient fat content everything one different brand scanned one oat milk got scanned oat milk different store got c honestly neither rating b im pretty sure one brand paying give higher score brand literally exact productalso checked food wildly inaccurate processed badforyou food rated healthy stuff rated c much sugar even natural sugar added sugar fake sugar pure organic think pineapple pineapple getting bad rating much natural sugarevery pull app see gotten better sign everything put bunch unnecessary personal info weight finally got got notification free trial paid 50 didnt pay attention laughed promptly deleted never paid service especially price point dont bother thing theyll tell bad info theyre expecting payment use myfitnesspal something else thats free paid option much better option information,dont bother im pretty sure theyre paid say unhealthy thing healthy,1
2023-07-01 20:23:54-07:00,lizam5,tracking calorie eaten simple plus app break percentage macronutrients consumed rate well eaten,food diary,5
2023-06-20 22:03:22-07:00,sheska10,cant cancel subscription,hate,1
2023-06-20 07:25:22-07:00,kritty bee,ive wanting find food tracker app simply see collect information eat day average food grade might motivating find pretty gross goal healthy eating perfect nourish body option remove judgmental aspect app,like free judgey,2
2023-06-12 16:19:58-07:00,asazzy,app beginner level health fitness people good option adding homemade recipe calculate nutritional content meal tried adding ingredient copying pasting fill space would disappear beneath keyboard every time would go paste app im impressed price level help,beginner level,1
2023-06-09 17:05:39-07:00,mvalemo,original version app awesome guide choose food find market scale healthiest version c healthiest used give product healthy ingredient today downloaded year didnt used found totally different app im happy wish find another app give need,used love app anymore,1
2023-06-06 08:57:14-07:00,milton sister,used use fooducate help educate grandchild food better worse choice reopened try use elderly parent making really poor food choice lately app trying gather way much personal information like weight watcher wannabe thanks wanted quickly demonstrate drawback constantly eating granola bar frosting simplicity educational value old app gone im paying hefty price tag try make point nature valley granola bar c rather higher grade,ruined,1
2023-05-23 17:22:56-07:00,j 1923,accidentally purchased useless app ever cant use scanner joke doesnt scan barcode dont use app yet somehow got charged 30 app dont use even use completely user friendly cant scan barcode actually manually enter number barcode joke refund please,worthless want back,1
2023-05-14 11:06:52-07:00,kesheti,deleted app soon discovered getting daily carbohydrate number premium feature,tracking carbs premium feature,1
2023-05-13 16:33:00-07:00,stair man 55,help keep track,keep simple succeed,5
2023-05-08 12:58:56-07:00,dj197818,protein shake grade dont trust food grade,grade ridiculous,2
2023-05-07 16:18:22-07:00,abbynyc1030,first downloaded happy itit worked perfectlynever glitchesand accidenti deleted coursei thought would reenter informationbut started saying cannot use fooducateand delete download method 67 time still didnt workit still annoys day,greatat first,2
2023-05-03 14:12:58-07:00,manchestermommy,previous free version great useless,liked previous version useless,1
2023-05-01 14:50:46-07:00,sap cranberry,cant search anything,longer work,1
2023-05-01 10:45:28-07:00,annoyed hbo customer,used love app free version gave nutritional info grocery deleting sorry sorry,free version useless,1
2023-04-30 19:45:25-07:00,mediocrebets,app technically work worth subscription bank food diet tracker extremely limited save data month cant really track progress meaningful way get myfitnesspal pay extra 20 whatever,fine better stuff,2
2023-04-26 06:02:28-07:00,madge817,onetime fee version app look like several option without detail thank advanceonly gave one star recollection using foodtracking app hoping get response question happily update rating one receive answer sorry trouble frustration,question,1
2023-04-21 04:30:25-07:00,fgrvblast,app nice scanner stopped working little less convenient,scanner stopped working,4
2023-03-31 07:25:13-07:00,lilbooboobaby,signed 3 day free trial charged app even trial finished already credit card thing like app however scan feature barely ever work rarely eat processed food home cook every thing eat trying input food recipe somewhat challenging add every ingredient add grade think wont save manage save one food listed database doesnt show food possible learning curve app frustrating 3 day isnt enough time figure worth problem paying app work developer paid work however need little time working determine right one shouldnt show credit card trial ive cancelled app update received response developer regarding cc issue however ive gotten many free trial apps year via apple never charged immediately free trial always trial expired maybe new policy fix food addition issue scan issue id would give another try,really wanted like app,2
2023-03-27 14:40:33-07:00,bj foo,way disable request submit reviewapp doesnt work always give error 200500,always asks review,1
2023-03-26 14:55:26-07:00,eaglevisionalchemist,im allergic meat dairy seafoodso advised clancys mesquite bbq chip found aldi contained none apps notary temporarily relieved distraught even temporary ravaging anguishthe ingredient comprised packaging state exact chip question actually buttermilk mesquite bbq seasoningas substance potentially fatal consumption cannot eat product told app actually couldmy main qualm sheer inaccuracy information used appplus caloriesingredients alone define quality overall ability nutritional value discernment caution forefront attention always downloading foodeducation apps information accurate source mustve updated frequently may interesting feature recommend relying application determine whether certain food consumable someone fatalallergensbe carefulmay force,inaccuracy cost indulgence chip,1
2023-03-25 13:12:03-07:00,lester hay 65,full version app used free know use use time pay 100 stupid get feature im deleting going different one thing free,angry,1
2023-03-21 13:31:05-07:00,topdog33,used free version year problem paid year full version sorry minus star search bar finicky constantly miss product since whatever update minus star barcode scanner absolutely useless wish old version wasnt mussed,used 5 star,3
2023-03-19 13:43:15-07:00,updatesoonagain,used like app wont scan keep crashing,scanning,1
2023-03-19 10:12:53-07:00,joshm199,im nutritionally illiterate 40yearold boy terrible eating habit like everything im supposed eat feel sometimes like hate healthy option overjoyed discover app existed link apple health give much needed insight feedback eating habit make adjustment diet apps interface clean mostly intuitive immediately upon first use morning gotten easier ive discovered feature easily day unfortuantely lack companion mac app working entering new recipe would lot easier larger mac screen rather hemmed dimension iphone id also like see deeper richer integration noom far seen fooducate write calorie data noom doesnt provide rich enough information noom rank food green yellow orange category help keep careful track noom goal two gripe however small compared invaluable service feel offer im trying make adjustment im trying makeif youre similarly clueless nutrition little patience learning let app work bargain premium feature,cant wait companion mac app,5
2023-03-02 16:34:39-07:00,ctmcgurk,previous version app much better enjoyed recipe favorite recipe tab comment loved able scan food nutrition rating dont like current version least,miss previous version,1
2023-02-14 12:30:44-07:00,princess izzie,love fooducate app keep crashing every time open please fix irritating,app crashing,4
2023-02-11 18:37:17-07:00,gbird90,title,great job tracking macro glitch often,4
2023-02-09 13:16:27-07:00,theresa49,great app year,love fooducate,5
2023-02-03 20:16:41-07:00,ee444,pro ok definitely far great convenient track carbs protein important thing may want track everyday stay track unfortunately price go lot every year started app maybe 34 year ago 29 today wanted renew break 50 sheesh im going search better price better app,greedy,3
2023-01-27 16:01:40-07:00,juliarenee,support email doesnt work allows create send option track water ounce personal setting track food measurement way prefer select measurement option every time track somethingresponse developer arrow stay gray doesnt turn blue send,far ok,2
2023-01-24 12:04:18-07:00,2 hung low,used use lot till ruined opened clicked got answer complicated want pay everything could made part free work quickly whoever idiot decided fired deleting forever,used good,2
2023-01-21 11:34:51-07:00,emmatheartist,gave earring disorder,anorexia,1
2023-01-21 06:05:11-07:00,susan404,went cancel yearly subscription cancel subscription button iphone setting subscription fooducate canybutton,cancel subscription button cant stop membership,1
2023-01-15 06:00:07-07:00,suzanne gero,recovering long season grief loss supportive wildly loving best friend husband 30 year helped battle ptsd warrior alone got figure eat without encouragement chart anxiety greatly decrease desire eat fooducate supportive friend going live healthy going find solution resource fooducate one important part,disordered eating help,5
2023-01-13 15:51:38-07:00,elginty,used app year health pe teacher great concept think student dont fully care nutrition detail want eat healthier class really benefit app like cheat code give case dont remember everything talk latest update made app harder use way typically use outside school harder student use activity class putting much focus diet tracker suggest making diet tracker optional tool one presented every page,educational application,3
2023-01-11 05:03:57-07:00,gijodi68,here whats happening moment bought fooducate 2020 tool assist first free however get certain function option pay paid lifeforever since made sense time using using came back determined make work new plan workoutmacro tracking mind well since paid tried resetting password apparently problem two week asking password reset nada ive asked check box spamtrash every day nada told since unsubscribed numerous email needed get another email asked still get email havent seen awhile new diet im sorry im guru technology today wouldnt think creator app would able reset darn account fun factor become disappointed ask let meet middle refund gen x thinking wow still dont make thing like use applies across board anything note app good great always room improvement level functionality choose wisely make sure keep password written somewhere,beware resetting password option,1
2023-01-07 20:14:21-07:00,2000smusic,tried signing multiple different thing facebook google email none worked timed guess tried uninstalling app trying nothing worked repeated,didnt even get try app,1
2023-01-02 11:28:30-07:00,danielleledbetter,really love much get without paying simple use,far good,5
2022-12-14 19:58:43-07:00,keizersher,please make affordable,cost,5
2022-11-27 11:28:46-07:00,retirwneercs,using app year mostly check food grocery store buy great help retired individual fixed income simply cant afford 10 month 50 year fee app get less 650 month social security developer lately charging much apps would pay want app need would like use id pay 10000 month make sense would give app 10 star rating greediness developer im even gonna give one star could id give negative miss using app miss money maybe someday become reasonable ever might reup adios,got greedy taste,1
2022-11-18 16:43:38-07:00,rootycakes,learning eat better whats important go diet anymorea better way eating best learning eat there many food poison go body dont know youre educated program like,best,5
2022-11-09 08:12:29-07:00,marcos mmpt,nothing bad say app far app useful giving grade food consume well allowing input many thing like sleep exercise water intake find important used app two day love,fooducate review,5
2022-11-02 19:37:06-07:00,stevenmsk,try many apps found fooducate offer many feature help understand food eat teach alternative,fooducate recommendation,5
2022-10-29 08:33:56-07:00,bravemed,love app premium member year synchronized apple health deleted reinstalled nothing tip,cannot get app synchronize apple health,4
2022-10-27 02:14:56-07:00,ksjayhawksfan,one example perez corn tortilla 1 gram trans fat making c grade metric green check mark single gram trans fat make food unfit eat using app throw evaluation question else exaggerating health risk food,highly questionable grading,1
2022-10-22 09:02:58-07:00,hxixoocotoyd,wanted check certain item keto friendly swear fooducate make thier mobile website purposely unuseable make people download app scummyimmediately opened app asked make account fill gender height ect skippable alljust check item fine hassle asked information skippable,annoying sign ups much information,1
2022-10-04 20:42:32-07:00,asiacindyp,love app studying certified holistic nutritionist came across app writing paper one nutrition course want know ingredient food buy grocery store want find nutritional content addition diet tracking app use app mainly nutritional purpose see whats really food buy app also educates certain ingredient mean literally favorite app recommend anyone nutrition conscious changed eating habit information learned via app course nutrition course,amazing app nutritional content,5
2022-09-14 18:42:44-07:00,faboulous10,app fixed im back happy,please undo update updated,5
2022-09-14 18:24:29-07:00,ron roseville,hate give one star review purchasing year subscription using app month needed change password signing back app lost premium access history get real support via email question like thats email uh email asking receipt payment via apple aldo email finally sent message support asking refund im sure see 3500 thats really point apps shouldnt allowed platform without demonstrated support option user recourse completely dependent email solve problem beware app seems really good worth trouble,terrible support buyer beware,1
2022-09-14 13:48:30-07:00,ashleyfauset,tried several different calorietracking apps one stand far rest doesnt focus many calorie youre eating many burning actually give score quality food youre eating make better healthier choice see understand calorie intake nutritional value im eating probably better approach take anyone trying mindful eating habit plus app super easy fun use,different rest,5
2022-09-07 15:08:13-07:00,hanksmom11,used loved app year ago reason stopped working always fails load wish issue would fixed,error every time load app,1
2022-09-01 10:01:23-07:00,letgoleti,ever since update app signed account wont allow log back say log failed either cancel try credential correct dont know doooooooo,cannot log,5
2022-09-01 09:45:02-07:00,nicoleeeoh,reliability trash app always crash cannot add food today cant even log delete,cant even login,1
2022-08-31 06:52:19-07:00,s77jc,paid 50 year app sudden cant log also cant figure get anyone help,login failed,1
2022-08-28 05:43:22-07:00,great chrid,really good feature app scan food barcode search useful shopping many time use supermarket real time make purchase decision one fly im entering meal previous day doesnt assign food previousyesterday day automatically deposited today food need fix flaw love great,bar code scan issue,3
2022-08-23 20:19:38-07:00,muisc isbpoor,want money track data rubbish,user friendly,5
2022-08-23 14:52:49-07:00,buzzybeezybee,excited graphic colorful interface opportunity track point calorie app deliver food database food wanted enterrarely problem fitness pal track basic nutrient like fiber need buy subscription item logged properly donut considered liquid food rating somewhat arbitrary based judgment made developer example artificial sweetener give food bad rating controversial plenty evidence artificial sweetener safe even matter opinion included bad food everyone food like canned frozen vegetable also rank worse fresh counterpart despite fact frozen often nutrient one food ate reasonably high sodium given c rating contained 25 daily sodium well lunch also 25 food ate day problem go back fitness pal let track fiber sodium etc individually without moral judgment,judgy hard use,2
2022-08-21 17:59:16-07:00,joy health,way tracking data tominspire choice,good app,5
2022-08-21 16:56:55-07:00,maris2525,wish could acclimated allergy still work rly great,great far,5
2022-08-17 10:39:08-07:00,da bicycle ridah,whats point paying track nutrition food information incomplete app relies user spend time uploading food stats job thats got app thru rating system extremely arbitrary seems like must responding certain manufacturer pressure give product better grade infantilizing name fooducate youll succees goal despite app,worth money,1
2022-08-15 12:08:05-07:00,longing return,ive started using today look like would pretty interactive canttfigure unable like etc could little easier u less techsavvy people think would helpful app also would like able track halfportions water serving thank,far good,3
2022-08-14 17:44:22-07:00,kiraharts,1 need edit button asap 2 serving size need b people usually use actually us ounce measurement 3 grade need b redone honestly dont pay mind cause error filled substitute give unhealthy choice used lol 4 really need b easier app explain today take note add food today someone took awhile figure reason pay premium mention edit button bizarre yes free version okay usable thing need b revamped easier find thing worst best free partyou figure thing awhile,okay need b better,1
2022-08-12 08:39:49-07:00,arthue1999,downloaded app like 3mins ago already love,hi,4
2022-08-06 11:43:39-07:00,7gr8kidz,even label clearly state adde sugarbut say added sugar several thing checked absolutely say opposite label trust fda say opposite label please explain,accurate,1
2022-07-31 02:41:05-07:00,courtneybrackm4nn,actually recommend app irl ive used apps one best allows focus positive diet like getting enough nutrient high quality food care calorie dont want care want lose weight fooducate app use time weight loss knowing food,best food app,5
2022-07-25 23:12:49-07:00,haleyyyymg,awesome app track calorie wish slightly pleasing eye would love guy could consider adding dark mode option,dark mode,4
2022-07-22 19:09:55-07:00,skxjwuwnsld,great app find healthy alternative junk food,healthy alternative,5
2022-07-20 16:15:17-07:00,drrocksit,fooducate allow cancer causing item ranked,yerba mate cause cancer b,1
2022-07-19 02:23:32-07:00,realpmasi,1 try add food2 app asks info 3 photos3 take photo try add food again4 please set mail account inorder send email5 change email 3 time verified6 never work,limited catalogue food buggy,2
2022-07-18 09:12:11-07:00,sims226,advice trainer time used fooducate 20162018 give credit helping understand food nutrition properly fuel bodyin effort rebuild good nutrition habit post pandemic opted pro subscription fooducate april 2022 issue started almost immediatelydespite persistent 30 discount calltoaction throughout app charged full pop prior subscriber disappointing little baitandswitchy didnt bother muchunfortunately ive extremely buggy app experience thereafter history would disappear reappear restart id open app treated new user shut log back suddenly remembered currently im logged app cant login apple id effort reset password unsuccessful apparently due admittedly weird space email domain good luck finding support main websitei dont doubt legitimate engineering puzzle behind trouble seems like symptom apps mid2010s ux mobileonly wonky authentication fuzzy interface compared mfp lifesum noom name design functionality leadersthus relationship fooducate come end due credit right place right time initial nutritional journey competition circa 2022 stable modern pleasant use,simple good bad way,3
2022-07-18 01:42:31-07:00,medusa3172,bought year 4 month ago working horrible customer service call apple doesnt work wth,good app,1
2022-07-17 12:28:53-07:00,kashley know math,first give three unit measurement log thing example log whole onion nlea serving size whatever log gram ounce bad even though bit ridiculous there thing ie sriracha sauce log tbsp g oz consumed 18 teaspoon find lot conversion side log second interface kind stuff really grind gear hit done logging food banner pop successful banner block back button wait banner go away go back search page log another food mention changing one thing diet profile ie keto mediterranean change everything macro annoying there part click detail breakdown go back go back top page want see food potassium today bottom breakdown click back go right back calorie like rating system seems stringent others rating however wish paid app annoying use,basically annoying,1
2022-07-11 12:38:11-07:00,spvkid,purchased lifetime option year ago week ago disappeared hasnt yet restored theyve identified bug doesnt good since data gone want provide month freebut cant access account longer recognizes doesnt goodand really good already paid lifetime disappointing frustrating feel like im spinning wheel meanwhile money equivalent 3yrs membership unable use trackerplease get bug fixed,account gone,1
2022-07-10 22:35:17-07:00,bakingintheheat,used free version app several week liked much decided purchase one year subscription day 11 subscription could longer log account reset password got thought account lost approx 5 week data longer subscription perk immediately contacted customer support working resolving issue 6 day rather disappointed cant resolve issue need offer refund move,great first,3
2022-07-08 12:34:00-07:00,kingswish22,awesome,great,5
2022-07-08 08:20:51-07:00,lizlila,like simplicity daily calorie tracker rest app like diet tip comment really perpetuate pseudoscience unhealthy diet concept arent based sound science,ok tracker lot pseudoscience,3
2022-07-02 18:56:55-07:00,oceanstate91,bad mindset around counting calorie like getting obsessed number binging main focus fooducate help eat better calorie tracker number calorie left day progress wheel go 34 around eat little little less doesnt look like punishmenti love focus grading different food really helped make informed decision buy also like see grade food youve eaten main page notice ive lot processed low grade food great reminder balance something healthy one qualm recipe dont get grade id love see average score based ingredient recipe workaround add item make meal cant add meal ahead time break serving size im making big batch something need manually calculate portion individual ingredient want see grade fitness pal something similar already free fooducate overall stronger app opinion would change 5 star addition feature,great qualitybased eating,4
2022-06-26 17:08:34-07:00,3indigos,thank putting app freere help u food issue talk help thank kelly lew,great app really help food allergy great recipe,5
2022-06-22 09:07:23-07:00,norn2019,expected hard cancel,terrible,1
2022-06-16 09:16:02-07:00,stash867,entered recipe fooducate year lost recipe staff help send multiple email get one response unhelpful nutrition app better one suggest download fooducate,deleted recipe terrible customer service,1
2022-06-15 06:56:44-07:00,mrcharliej13,favorite calorie tracking health tracking app missing home screen widget competitor offer update 5 star purchase subscription offered,great missing home screen widget,4
2022-06-13 20:46:59-07:00,unsatisifed christian,paid upgrade say feature unlocked still wont open,upgraded app,1
2022-06-10 18:10:08-07:00,htffan2006,helpful,rating,5
2022-06-10 17:13:14-07:00,magic,information al app use often thanksdr dan,school health education nutrition,5
