date,cleaned_user_name,cleaned_content,cleaned_title,rating
2025-08-21 17:34:27-07:00,troby66,lost 106lbs last 12 month lose invaluable tool thank,love,5
2025-08-21 10:37:29-07:00,sveltr,used offer ton different meal recipe premium edition mean lot pay 999month unlock lifestyle tip eating energy course away recipe shouldnt pay premium subscription pay even top service better free,paid feature used free,1
2025-08-21 04:34:00-07:00,myrtlevonturtle,like better fitness pal start charging fee like fitness pal longer use,helpful,5
2025-08-20 20:12:27-07:00,best jeff,user year used premium get macro good featureshowever developer pocket seem ever deeper locked almost everything onto premiumi came back start new weight loss journey wanted use free version bit however barcode scanner locked behind paywallfor price better apps,greedy app,1
2025-08-20 15:28:25-07:00,cherubees,dont want lifetime access havent even used app four month bought yearly subscription like clockwork every month ask buy lifetime subscription,stop asking buy lifetime,4
2025-08-20 09:14:00-07:00,wormyyyyy,im leaving one star recently lose partnered mochi advertise glp1 medication nothing scream want help lose weight like advertising shortcut vulnerable audience incredible decision marketing team,disappointed,1
2025-08-20 07:28:28-07:00,mfeinstein52,app ok pay walling feature used free cannot recommend app anymore,pay walling feature,1
2025-08-20 06:54:38-07:00,ceger11,app helpful keep track use chatgpt lot calculate gram macro app alone help like lot feature app implement,helpful,5
2025-08-20 05:45:20-07:00,skippity boo bop,really removed scanning add premium bro serious,losing premium,1
2025-08-19 11:03:19-07:00,spitfirejc,obviously making write eat help notice calorie app make convenient im also informed nutrition im taking great user friendly tool healthier eating,great tool,5
2025-08-19 06:20:51-07:00,monartdesigns,used lose year continues best tool keeping calorie check first used four year ago one weight loss period back see much app improvedone biggest win go premium get bombarded spammy ad like competitor everything work smoothly app make easy clearly see need improvement love able track good week stay point calorie even treat something sweet moderation without feeling guiltythe recipe feature favorite add recipe app pick everything automatically need enter every single ingredient one one find give much better accuracy also used snap feature give quick estimate eating gothe result speak already lost 50 lb stuck six week help lose adjustment workout routine able break lose another 26 lbsoverall lose game changer user friendly accurate make tracking food much easier highly recommend anyone serious health goal,real game changer,5
2025-08-19 06:02:11-07:00,dwleeee,used app year love map goal set macro also foolproof use track every single thing calorie counter app ever use,best calorie counter,5
2025-08-19 02:37:22-07:00,scrappycat97,love app much part daily routine brushing teeth morning using year helped stay mindful eating lose weight keep weight,part daily routine,5
2025-08-19 01:50:18-07:00,babykandi,im coming write review ive actually using app since 2016 dislike new update changed step counter use show step increasing would go walk helped judge far need walk hit certain goal without research everything otherwise great app,use frequently,4
2025-08-18 11:31:14-07:00,jessicacarrillokotta,started health journey tried different apps user friendly love customizable lose able choose category focus calorie protein fiber getting rid everything else make review day much easier main complaint apps ive used cost insane upgraded version lose affordable offered tracking upgrade lose member life,love app,5
2025-08-18 10:37:18-07:00,arosejshea,app fine trainer want work us different one id already started free trial absolutely impossible cancel there live customer support whatsoeveri signed trial app websitethey told cancel trial via apple there subscription cancel ive canceled many apps trial subscription etc year im stupid know look optioni tried find cancel app website option close accounti tried check customer service make sure set ai chat bot said even though closed cancel trial via apple storenow cant access account dont know ill charged 3999 day stay far away unless youre 100 sure want use app,cant cancel feel scammy,5
2025-08-18 08:42:49-07:00,redoubt ridge,started using loseit 2018 code red easy use well organized liked much bought lifetime membership got goal weight tragedy family regained weight back stress eating basically caring 2025 im using successfully loosing weight,best tool,5
2025-08-18 06:40:51-07:00,cheyoh,started diet february lost 30lbs thanks app ive shared anyone who shown interest losing weight kept track made possible hit goal love,helped lose 30lb,5
2025-08-17 19:41:15-07:00,chelseyraeofsunshine,ive used app year fell little logged back account found got rid several feature make premium selfish terrible move guy part deleted app immediately found another one 2 second feature free,better apps,1
2025-08-17 13:05:16-07:00,90 karl,cant stand app give obscene amount personal information decline pro 3 time follow forced tutorial could even see home screen disgusting behavior wanting every single fact life personal profile goal thought process personality character trait price subscription wanting sell information top nasty nasty,greedy personally invasive app,1
2025-08-17 12:47:52-07:00,sbarrett4,using app year ad everywhere need ad every meal entry,ruined ad,1
2025-08-17 11:30:22-07:00,freddie lay,hi id like know possible set week start sunday lose app instead monday option available,week start sunday,5
2025-08-17 05:08:35-07:00,bobencip,write review time havent gotten never written one app mainly always thought app fine havent gotten never looking weight loss app liked found one love app make perfect sense everything want easy use amazed accurate photo plate food id give app 5 start could,actually love app,5
2025-08-16 19:49:57-07:00,nahtangnats,great app intuitive helpful huge database food easy add others however always close app ad pop never pay monthly want charge 20 sure monthly charge stupid stop agreeing business model ruining world,great free app pay monthly ever,4
2025-08-16 12:05:56-07:00,yooskiibro,favorite calorie tracking app find ui much easier navigate others wish gave option set goal weight gaincan still use reason would nice visualized goal like weight loss,great app need option gain weight,4
2025-08-16 11:40:22-07:00,nan1872,app great tracking food eat includes food restaurant helpful see much cholesterol sugar consume help cut back also easy use worth money,love,5
2025-08-16 09:26:17-07:00,hate ozempic much,pay app ad yet least day get ad drug potentially dangerous thoroughly discussed real person doctor also use app 34 time day day get ad 13 time stop find new app longer pay,dont want buy ozempic,1
2025-08-16 08:27:47-07:00,,lose great app use app sed let scan item without subscription longer use app consistently beneficial wonderful,great,4
2025-08-15 20:39:40-07:00,gerald church,dont start 8 minute test set plan thennnnn decide hit 3999,long testsurvey,2
2025-08-15 15:33:48-07:00,full metal security,im sure changed previous version ive using app several year reorder option bottom right food log would allow drag drop entry already made meal slot say accidentally logged lunch dinner spot please turn functionality back next release formerly five star rating dropped four star get addressed,good took away functionality,4
2025-08-15 12:54:32-07:00,ben17394,18 even though say 4 app store,clickbait,1
2025-08-15 12:17:31-07:00,rosas64,locked single useful feature scanning barcodes nutritional information behind paywall deleted recommend anyone,garbage app,1
2025-08-15 10:09:58-07:00,utah 24,like app easy use really hate however pay scan week got snap feature could take picture sudden pay well,review,3
2025-08-15 07:27:35-07:00,dinasixtv,always work,always work,5
2025-08-15 02:55:17-07:00,tool766,use app rip lie face claim could sign yearly subscription 75 9 immediately charged 40 upset want avoid app rip figure get money back dont waste time,charged lie,1
2025-08-14 21:50:24-07:00,roger quickly,bar code scanning premiumyou know app death spiral update strip key feature free version change premium ironically perhaps fittingly subscription sheet appears io 1761 nonfunctional due nsurlerrordomain error cant pay even wanted give extortion whoopstheres reason trust folk something important health youre serious look elsewhere,loseit lost,1
2025-08-14 10:50:50-07:00,yaboybrandon98,everything behind paywall million question every time open app used great resource,used good,2
2025-08-14 10:34:42-07:00,23kgd,lose app helped track calorie fasting hour nutrition easily simplicity ease lose helped lose 48 lb 7 month inexpensive compared apps bought lifetime membership plan use year,ive lost 48 lb,5
2025-08-14 09:09:51-07:00,nickname taken lo,im bummed pay scan barcode food easier tracking,pay scan barcode,2
2025-08-13 17:33:22-07:00,emerson gonzalez,pay premium lose majority scanning feature working work premium member app also freeze constantly,missing premium feature,1
2025-08-13 06:45:01-07:00,max sf opera,ability add custom food priceless ability copy meal entry bulk great used year reason able loose 100 pound 2 year snd keep gif next 9 still keeping,easy use flexible,5
2025-08-12 23:16:25-07:00,jenjens31,app amazing weight loss goal premium well worth lately scanner keep pulling random incorrect item often beyond frustrating,happened,3
2025-08-12 16:18:32-07:00,18 counting,east use eye opener thing affecting weight choosing portion size snack really help getting road better weight healthy lifestyle,great took track calorie consumpition,5
2025-08-12 15:20:06-07:00,latejada,barcode doesnt work right snap doesnt work right manually add scan feature doesnt work right wrong information paid year im stuck wont renew fitness pal accurate information opinion,inaccurate information,1
2025-08-12 12:08:03-07:00,sarbrbr,app pretty much since came literally 15 year minimum always liked could plan grocery restaurant meal app recent update made searching food much difficult cant search food store restaurant anymore one feature made choose lose apps super disappointed,used great,2
2025-08-12 11:57:41-07:00,jman2000000000,praying forget free trial cancelled still attempting bill app garbage,scam,1
2025-08-12 09:42:09-07:00,dmash333,app great easy use data base full everything use easy log save previous meal there much happy highly recommend,great weight loss assistant,5
2025-08-12 06:19:13-07:00,jerryboston,using lose app keep aware sleep hour lack thereof daily weight,keep focused,5
2025-08-11 12:28:49-07:00,rexbibendi,previously free content food identification barcode scanning subscription free functionality reduced point im going use another app,lost functionality update,3
2025-08-11 11:50:37-07:00,zee118653825,apps cant access iphone camera even though permission provided working paying premium stopped working app also crash alot,bug,1
2025-08-11 10:27:22-07:00,mutluvr,app 15 year longer sudden crashing every time open close open use every single time worst part paid lifetime membership quality get yes reset phone phone issue phone automatically update please fix happy app 15 year really never thought id give one star,happened,1
2025-08-11 05:01:26-07:00,ghghlove,using year work keep weight going crazy,keep accountable,5
2025-08-10 22:12:02-07:00,jrockinak,im lifetime lose subscriber lost nearly 80 lb using ive advanced fitnessnow training alyeska climbathonive hit major frustration bonus calorie exercise cannot turned beginner might help advanced user creates unwanted noise making precise deficit tracking intentional refueling harder huge oversight want control please add option fully disable bonus calorie app grow dedicated user,nearly 80 lb lost one missing feature keep frustrated,3
2025-08-10 19:47:48-07:00,genesisorellana,cant find option cancel free trial need help asap thanks,need cancel free trial,3
2025-08-10 15:55:47-07:00,sofiaveldona,apps great really wish made easier access whenever want remove something u didnt eat tracked well many food dont track gram otherwise nutrient shown amazing,trait,4
2025-08-10 09:29:15-07:00,pictrqueen,love app tracking food intake habit would love see option add supplement tracking currently use note tedious,great app,4
2025-08-10 08:16:29-07:00,jditmore,lose provides easy use way tracking intake progress help keep working toward weight loss goal like many weight loss journey marked lot ups down im steadily making progress im tracking intake progress lose help food input tool easy data base youll find broad range option add input save specific meal enjoy home easier input next time love lose app,lose keep train rolling,5
2025-08-10 07:09:41-07:00,cecelia26,calorie counter app constantly ad arent related food health nutrition many ad app becoming unusable work busy day day life trying quickly track calorie cant second open app 2 minute long ad start playing absolutely ridiculous even worse something irrelevant app content extremely frustrating,annoying ad,1
2025-08-10 06:12:14-07:00,cleeanse,seeing numbershelp accountable,maintenance,4
2025-08-10 05:21:13-07:00,harbqll,used useful calorie tracker plastered ad unusable premium wouldnt mind paying one time purchase fee there way earth im paying 40 every year amount digital pocket notebook,rip,1
2025-08-09 14:51:27-07:00,adjukes,work really well eat stuff package find app detail almost every packaged good huge problem make meal multiple people end guess much raw ingredient ate additionally really hard find right kind meat appall great eat granola bar,decent impractical,2
2025-08-09 13:36:16-07:00,myla 1,authorized free trial thru apple app store went cancel could find free trial app anymore checked bank charge directly thru bank account lose contacted customer service lose said would credit never received credit cancelled trial charged full 3999 full month never received credit service bank wont credit app store,charged bank without authorization,1
2025-08-09 07:45:51-07:00,moonbeammatrix,dont like cant edit meal drag food order want anymore existed app since 2018z,removed edit button,1
2025-08-09 07:19:15-07:00,reviewer63,appears latest update eliminates restaurant section calorie place like mcdonalds etc anymore,brand gone,3
2025-08-08 09:17:50-07:00,seestephsay,mean literally everything could even want including letting upload progress photo look back celebrating milestone adorable little factoid much weight ive lost also love syncs apple health automatically pull info without manually put,loved much bought lifetime membership,5
2025-08-07 13:24:19-07:00,mitchmashmax,ive used lose year premium regular tight budget regular app fantastic chart obviously labor intensive part process tracking food great job finding food everywhere takeout grocery store trader joes costco eat meal almost every day make super easy exactly whe expect simple use 5 star sure,outstanding,5
2025-08-07 12:28:08-07:00,stickb0y,pushy premium,pushy,1
2025-08-07 08:40:39-07:00,natalie1213dndkdjdndj,scanning premium gross greedy cant come new idea improve app remove original feature paywall,paywalling original feature,1
2025-08-07 08:08:18-07:00,ballpoint solution,change data entry logging food enter 0125 18 cup weird decimal previous entry intuitive meal logged hidden drop downgive u option revert old interface please,change log interface,4
2025-08-06 18:27:55-07:00,sapphireblissgirl,ive tried several meal nutrition tracker apps keep coming back goat something good one,love feature,5
2025-08-06 14:46:02-07:00,teebird415,buggy orderingi went early year app premium deal going paid app would let premium add came diminishing amount add premium tried would let gave day went back se indeed premium looked credit card statement indeed 2 charge still access premium called charge reversedthen couple day ago went app premium tried purchase premium lot error screen add couple day later looked credit card line yes charged still access filed complaint still waiting hear backwhy keep trying bc premium year ago really appreciated easy use etc im understanding problem w app need fix since becomes scam situation,lose app premiumbuyer beware,1
2025-08-06 12:48:21-07:00,stupidpickleballs,spent 15 minute question find pay wasted time,pay,2
2025-08-06 12:03:26-07:00,nikisick,money hungry surprising,new paywalls ad,1
2025-08-06 00:05:36-07:00,sternfan2010,sometimes stop collecting accurate data watch,buggy,2
2025-08-05 12:28:03-07:00,kaylalynn purdy,wish option thing gym annoying trying figure many calorie burned mechine weight doesnt tell,exercise choice,3
2025-08-05 11:05:18-07:00,ron ireland,would give app five star one thing paying lifetime premium membership still annoying ad pop every time open app ad trying sell weight loss drug consults dietician,premium membership still seeing ad,4
2025-08-05 10:47:58-07:00,seffendb,huge fan app used religiously lost lot weight year since like 2012 maybe removal barcode scanner ability search brand restaurant food im going move onto something else overall make app much difficult use locking thing already existing behind brand new paywall dont much care behavior company would happy come back reimplemented feature,removal key feature,2
2025-08-05 08:15:15-07:00,pandapopstarry,long time intermittent user popular food tracking app thought id give one go bc price much better price ended better adapting interface learning input food goal etc celebrate every small victory type app really helping realize consistency important perfection app kind shamed ate something deemed high sugar even high felt like nagging mother much prefer approach even bought one class good im taking note thanks loseit making journey healthful lifestyle less painful actually bit enjoyable,worth premium,5
2025-08-05 07:44:26-07:00,jonijbrown,tried thousand diet pill fasting id lose gain right back basic getting back food consume many calorie eat fresh natural food highly processed food key america food 80 highly processed food big culprit weight loss game app make easy count every calorie consume im enjoying slowly losing weight feeling better day go calorie intake maybe week many day deficit make let eat family easy add food restaurant available app daughter turned app still working lost 24 pound 40 day obviously daily exercise help lose faster done slow steady lose app say ill reach goal december 12 yippee,diet,5
2025-08-05 06:17:12-07:00,giner 4le,barcode camera doesnt work half time despite paying lifetime premium allowed app access camera please advise,fine,3
2025-08-05 04:26:28-07:00,918283776464,super easy use keep track macro progress,great app,5
2025-08-04 17:03:37-07:00,macrodata,solid app although run ad use deceptive tactic like fake exit button cause click ad,deceptive practice,2
2025-08-04 15:04:07-07:00,fapbat,tried canceling free trial turn 3 different possibility subscribed dont want ended paying whole year cannot get contact number email try rectify,customer support,1
2025-08-04 13:33:10-07:00,españa121,really love app problem amount ad every log meal ad quite annoying dont want spend time appalso feature delete old recipe,ad much,3
2025-08-04 11:37:58-07:00,megspasq,ive using app switched myfitnesspal suddenly put paywall use barcode scan feature loving lose simplicity however sudden became insane ad fine long valuable feature stayed free id endure get app today log workout want pay barcode scan ridiculous greedy company unbearable ad every turn pay free feature top app people trying better want greedy sudden shameful extremely disappointed followed suit apps putting paywall,used great paywalls,2
2025-08-04 08:38:20-07:00,vkl87,loved app would always suggest one everyone rest decided stoop low like rest block feature used give free subscription price unique stand others youre like everyone else trying make buck already stressful trying world,loved app didnt,1
2025-08-04 07:51:27-07:00,yuhunbrfc,app great counting calorie easy manage however inconsistent never load completely give blank navy blue screen restart phone still issue sure bug end please fix thank,great crash,3
2025-08-04 05:23:51-07:00,subarubuddha,graphic design functionality cool gamification app rock holding accountable achieve fitness goal reasonable pricing yearly lifetime subscription,great app,5
2025-08-04 04:47:12-07:00,cuckopuffs,used recommend app everyone single handedly intuitive calorie tracking app lost 50 lb using many year agobut intuitive design paywalled instead adding great app justify attract people subscribing developer chose take short cut take away base app speaking someone bought subscription didnt really see worth used basic function something wouldve eager find improved upon coming back app instead found there better option nowadays,fall grace,3
2025-08-04 01:14:00-07:00,sabretel,sad used great app worthless weekly routine routine quite bit term physical activityi needed something would make easy enter actual fuel intake daily basis allow fitness device communicate fuel burn requirementsi needed real world reflection dramatically varying activity level exercise nutritional plan could adjusted realistically real timethis used great gone much simplistic model taking best guess average activity level essentially ignore real world input fitness devicethis rendered vastly inferior myfitnesspal unfortunately several year canceling subscription moving away,learning curve,1
2025-08-03 12:16:15-07:00,nuevotango42,tried log meal picture text prompt tried time kept coming estimate thought clearly wrong estimated 210 250000 calorie fairly sure actual number like 800 unfortunately make app useless im sure positive review tracker much better ai estimation engine,poor ai calorie estimation,1
2025-08-03 10:17:36-07:00,lyndarae72,able meet goal weight using tack macro weightlifting,perfection,5
2025-08-03 10:03:51-07:00,blake1111111103920384,removing bar code scanner running custom plan hide behind paywall deceptive make app relatively useless save time dont download,lack feature,1
2025-08-03 06:32:04-07:00,beth7657,annoyed purchased app year still getting random ad purchasing definitely wont purchasing lifetime membership business mean would,annoyed,1
2025-08-02 20:33:23-07:00,mayaluvsu,app say 4 app store see good review try set account say 18 older set account hello,misleading 17,1
2025-08-02 09:56:49-07:00,jperezjr89,great app price good comparing myfitnesspalgood choice,like much,5
2025-08-02 06:26:11-07:00,mid life lady,using loose ten year lose weight maintain weight added photo journey recorded measurement kept track eating habit activity reminds stay track reward progress connect others easy scan food take picture meal enter wonderful tool,great weight loss tool,5
2025-08-01 15:59:01-07:00,drgenest,overall app good forward lookingfeatures work example photo label reader never load bar code scan work either,suboptimal,1
2025-08-01 08:20:44-07:00,dbman,used well supported app manage diet exercise great success highly recommend,user since 2009,5
2025-08-01 05:39:45-07:00,kaelan lehman,overall enjoy premium cannot give star calorie database many error would great database could edited entry verified entry user choose enter incorrect data get expunged,database error,3
2025-07-31 07:45:35-07:00,late good,needed upgrade map fitness longer meeting need app great functionality including bar code scanner like add yesterday breakfast feature available lunch dinner person eats leftover,good design functionality,4
2025-07-30 19:03:04-07:00,tonyzxczccvcxgy,app okay hard cancel subscription went option app find website instruction unclear made hard follow,canceling free trial shouldnt hard,1
2025-07-30 12:46:14-07:00,love emoji blitz,im little peeved app say age 4 teenager trying eat healthier really annoying lie say 18 use app,little annoyed,3
2025-07-30 05:38:21-07:00,audreys fund,lose fun app logging calorie goal feel punishment trying lose weight attain fitness goal,fun app,5
2025-07-29 12:28:53-07:00,fifiwave,ive tried food tracking apps lose far easiest user friendly apps clunky missing common food expensive lose food database pretty broad find lot food eatthe interface new feature make easy record see daily total progress plus often run great subscription deal big plus compared overpriced alternative youre looking reliable affordable way track eating habit highly recommend lose,returning lose user,5
2025-07-29 11:04:42-07:00,mscottb,paid lifetime membership morning received emailed receipt receipt 18220380 ten minute later received receipt premium membership chatbots sorry deadend unacceptable please provide refund premium membership receipt 22128807the app fantastic helping track diet exercise providing positive reinforcement develop new habit showing progress lose weight lower blood pressure,billing,3
2025-07-29 06:42:06-07:00,martha kavyashree,lose helping keep control amount eat begun losing weight slow steady pace,help,5
2025-07-28 19:42:41-07:00,sbkt3,love app friendly user without subscription dont feel constantly hassled pay premium helped stay motivated weight loss journey love weight loss milestone tell youve lost weight ten brick something like really motivating put perspective way also like community aspect could use work id like able browse popular group instead enter keywords find also seems influx fake account trying befriend ai generated profile notification comment post interaction work half time well work community aspect could lot better help user stay motivated together provide community people losing weight alone,great tracker complaint,5
2025-07-28 15:01:29-07:00,jem654,pretty sure app sold info million diff health related spam get many junk spam text day diet stuff,spam generator,1
2025-07-28 12:19:06-07:00,shytbagpryvite,app useless cannot create account without going endless question custom plan paywall following paywall account convoluted engineered pile garbage easy use intuitive 0 5 star recommend want app track calorie hard,overcomplicated,1
2025-07-28 11:52:11-07:00,research girl 64,apple app store say free say inapp purchase dont know create account,supposed free,1
2025-07-28 09:11:14-07:00,sellbell73,logged itsays pay wanted get healthy,stupid,1
2025-07-28 07:11:32-07:00,dont like question,dont sign 7 day free trial tried cancelled day 6 got locked year long contract 40 anyway say take apple pay apple pay say take lose unhappy,happy,1
2025-07-27 17:14:03-07:00,cal counter zepbound,lot food search missing nutritional information show calorie everything else show na,missing nutrition information,3
2025-07-27 08:21:59-07:00,blahs25,app amazing everything app used awhile took certain feature away look another app plan using app long time change would like see adjust different oz push plus sign add use 169 oz bottle would like add push plus sign instead adding entering adding multiple 8oz time thank,love app,5
2025-07-27 07:02:38-07:00,tubaman772,pretty sure violating apple tc anyway trick website apple app store app sign signup apple nearly impossible cancel subscription sub go app store would user friendly anyway 1 star day want play subscription game consumer,subscription nightmare,1
2025-07-26 19:24:31-07:00,ebruzzone,trust paid version completely different game worth,game changer,5
2025-07-26 15:50:10-07:00,vanessaizq9,company needed money badly pay access barcode scanner thats genuinely pathetic,disappointed,1
2025-07-26 09:28:46-07:00,cmdh,there way ask question via email isyall finally added reorder button way easily move food one meal another took away ai chatbot doesnt even know user annoying frustratingput back,developer question,3
2025-07-26 04:54:39-07:00,ally cat,personalization educational aspect app superb like straight forward use work well great value price,functional helpful,5
2025-07-25 12:36:29-07:00,whydiditri,like app lot pretty much almost everything need accurate calorie count adding food managing recipe weight tracking goalsshort sweet couple thing couldbut added make goat app1 fasting added dashboard see youre day day term goal see goal one dashboard board2 tracking carbs need accurate meaning app doesnt take consideration sugar alcohol important tracking net carbs,good could better,4
2025-07-25 05:21:47-07:00,christinenyc,ive used app two year track protein fiber calorie helped lose weight improve blood number take little effort get hang easy,lost 20 lb,5
2025-07-24 22:03:11-07:00,rudisbdodk,pop ad ozempic open app sometimes crazy,run ad ozempic gross,1
2025-07-24 14:42:00-07:00,dallas collier,used noon 15 month used full capacity entering meal recipe tracking every meal daily weight water intake step exercise struggle took time several thing create work around like accurate macro meal prepping im love lose im diabetic congenital heart issue resulted open heart surgery 3 year ago replace aortic valve chose mechanical valve longevity since im young well choice come medicine food restriction must carefully aware everything eat drink lose truly easy use quick enter recipe serving split macro per serving basis mean make 8 serving freeze 7 record accurately hello timesaving meal prep im also loving track protein day progress addwithhold needed honestly took less day master app best part lose 75 less expensive noom spending 225 per year noom yesterday subscription noom ended without warning irked searched something else trying two apps didnt needed found lose happy,way better noom,5
2025-07-24 13:07:46-07:00,amandaisaacks,honestly app good enough ive used app since 2010 cant say im disappointed direction heading 7th grade gym coach showed app u help track progress year happy find app daily meal logging water intake macro tracking etc honestly really love ease app able see progress however everything blocked behind paywall exception actual meal even inputting one food youre immediately hit ad become ad ad app frustrating navigate around dont want feel like spend money app im frustrated inputting information sadly ill likely shop around better free app like lose used overall could good app im fed point doesnt make want pay money improve experience never write review one,disappointed,2
2025-07-24 09:50:21-07:00,tony421511,app great better fitnessbuddy app throwing load advertisement face time sell product legitimately sends information educate nutrition choose like choice use count macro stay track ive found like 3 item werent loaded always load community use vouch app ive used buddy fitness one ive used one better clean look thats straight forward seems simpler someone tracking fitnessnutrition want buy crud competitor app ive never written review apps hopefully help guy gal need jump journey ive gained lost load course several year guarantee tracking best way choose app affordable simple,used app course 10 year,5
2025-07-24 09:22:22-07:00,lukedesk,recent update scanner longer working even deleting app reinstalling longer work tried everything favorite premium function broken please fix,scanner longer working,1
2025-07-24 06:44:43-07:00,zxxx n,dont get app app store make difficult cancel regret,subscription,2
2025-07-23 20:37:17-07:00,stacyrp,app truly delight use ive week cant believe everything depth database access phone watch desktop surprisingly versatile reliable trusted tool keep track subscription well worth price,comprehensive intuitive app,5
2025-07-23 15:09:54-07:00,big dog 37,using app year however lack customer service disappointing last summer renewed subscription manually subsequently lose charged credit card mean 2 yr subscription interested going lifetime membership accounting monies already spentupdate happened restaurant tabssuccessfully lost weight happy app right,lack support,1
2025-07-23 15:00:27-07:00,nearestbear,daily user recipe interface could better label scanner autopopulate feature never work simply use thing app great,easy use,4
2025-07-23 14:47:14-07:00,rmeyfe,used could search brand restaurant seemed disappear please bring back,bring back brand,3
2025-07-23 12:58:07-07:00,6,tried rest password four day doesnt work use fitness pal way better,worst app ever,1
2025-07-23 05:43:57-07:00,ofinowicz,app good lot feature locked pay im one people pay apps dont know anyone else job lot thing cant track,job ive lost 3 pound far however cost,3
2025-07-22 11:53:59-07:00,16cat,ive using app since 2021 started reached lifetime ww covid hit 67 didnt want go ww anymore needed something help maintain weight loss best thing found im 15 lb goal ww feel amazing thanks loseitapp im also lifetime member app also,love app,5
2025-07-22 08:28:33-07:00,swaney26,using app last several month love import recipe customize thing match exact ingredient thing would make 5 stars1 make easier create recipe go recipe scroll way click button import would love quicker button2 create section pantry thing use regularly ex kind mayo cheese etc know itll save food time also save anything ive used recently even something regularly use would love put item regularly use theyre easy find3 lastly personal preference would love could collab deglaze app use lose calorie tracking deglaze hold recipe make easy shopping list type macro deglaze app one place itd sweet collaborated sync across platform,love add thing make excellent,4
2025-07-22 05:26:49-07:00,weinkleyoldpepole76,dont like premium like half feature oil make people free much easier,get rid premium,4
2025-07-21 18:19:28-07:00,n12340987b,great keeping mindful im eating,mindful,5
2025-07-21 16:17:03-07:00,singersoul79,ive using app noticed scanner stopped working free feature taken away like myfitnesspal ill change review fixed,scanner doesnt work,1
2025-07-21 14:41:44-07:00,okifrog,ok b,bbfv,1
2025-07-21 14:31:09-07:00,wzad,informed user like already know calculate tdee onboarding flow egregious excessive deleted app guess stick myfitnesspal,many question,1
2025-07-21 11:32:38-07:00,okayyyyyouyt,pay premium dont deal ad still get pop ups buy even subscription every day open app im already paying like using im going give money especially reading recent review,good app,3
2025-07-21 09:56:12-07:00,pdubba88,used love app keep taking away pay brand restaurant going guess need look better way count nutrition,worth,1
2025-07-21 07:08:49-07:00,ebrooke,ive used lose year calorie tracking gotten better time best bang buck calorie tracking clean interface numerous feature excellent configurability lifetime membership best deal,best tool weight loss,5
2025-07-20 19:24:37-07:00,voidman66,update 62025 hate update review remove restaurant brand filter almost make useless please correctupdate use scan bar code option cause app crash assume working otherwise great appyour continued support fantastic improvement put development team top others,greatest app ever update,5
2025-07-20 18:40:02-07:00,georgie egg,first downloaded app 6 year ago track calorie etc weight loss due diligence help lose lost 100 lb first year use monitor maintain weight need get back track holiday vacation app food listed could possibly need track track goal well great planning meal calorie budgeting thank lose helping get goal change life,great app,5
2025-07-20 16:05:40-07:00,samkelam64,susan,great app,5
2025-07-20 12:56:18-07:00,amy yoga city,hate app lengthy signup process cant even sign app frustrating time consuming used several keto calorie nutrition apps one beyond annoying simply want open app log user friendly,frustrating time consuming,1
2025-07-20 08:07:22-07:00,ktbrn,finally app easy log information,easy use,5
2025-07-20 06:44:21-07:00,zeezeeaa,nice app helped tracking weight top weight loss journey wish didnt remove camera scan free version though,excellent program,4
2025-07-20 05:01:27-07:00,office girl day,many year looking perfect weight loss app found loseit user friendly contains wealth information thats available use premium version well worth every penny cost feel like new friend guide along way goal app outshines others believe ive tried try disappointed thank loseit team keep good work,best weight loss app ever,5
2025-07-19 16:46:48-07:00,photogirl333,ive tried looking way contact developer impossible even website ai response give info way send message arethe scanning feature longer work give black screen camera ive paid subscription happy,scanning longer work,1
2025-07-19 13:58:59-07:00,ggrreeggoorryy,loyal lose user 5 year love app restaurant brand filter gone dropping feature impacted app negatively take much longer enter calorie love lose quick easy use cumbersome hope developer bring feature back soon,latest upgrade downgrade,2
2025-07-19 11:27:38-07:00,ggyivfrryuuhsas,newest update putting barcode scanner behind paywall inundating endless popup ad often flashing ive decided put app dumpster belongs im paying premium price base feature,deleted good,1
2025-07-18 23:03:21-07:00,health conscious skeletor,app great support want lose weight love design app convenience counting calorie however logged currently 128 want get 135 maintain healthy habit set lose 1 pound week bad want gain im quite sure im going actually lose weight ill gain ill stick diet see lose gain ill update review made apparent right see need make available gain weight get name app lose feel make diverse want gain lose weight could widen target market expand perhaps even changing name track instead hope dont end losing weight could huge setback,need gain,2
2025-07-18 22:18:37-07:00,sunflower faceplant,never trust app autocharges annually,shady,1
2025-07-18 14:12:25-07:00,word monster,update still way many entry valid erroneous looked mcdonalds sweet tea wade kind entry found one verified verified entry prioritized automaticallyi love app would nice duplicate food removed officially verified entry system hate sort lot junk entry find right one many different entry varying value item clean app would much better,great app need help,4
2025-07-18 04:28:04-07:00,drnld,love app database isnt accurate mess information people put example item brand duplicated different nutritional value called different name name brand first others name brand isnt spelled correctly vitamin mineral updated item even enteredoverall ive add correct item time consuming entered loseit make easy auto fill previous meal food tabstill helpful worth,track well easy use,4
2025-07-17 21:14:00-07:00,thezauriel,im subscriber generally pretty happy using app track calorie carbs protein however somewhat recently ive noticed matter search forselect unless something saved previously food option missing carbs even popularwellestablished brand food choose item every piece info including fiber carb section carbs always say na someone need accurate carb info force look everything want enter find real carb info edit entry massive misuse time pay please fix,carb info always missing,2
